x	id	Time	FoodType	RUS NAME	Голод	Жажда	Calories	Proteins	Lipids	Carbohydrates	CantEat	CannedFood	EvolvedRecipe	evo_out
	Base.Peanuts	180	Nut	Арахис	-8		161	7,31	13,96	4,57			Soup:8;Stir fry Griddle Pan:8;Stir fry:8;Salad:4;RicePot:8;RicePan:8;ConeIcecream:4	
	Base.Pear	40	Fruits	Груша	-16	-7	75	0,27	0,21	20,13			Cake:8;FruitSalad:8;Pancakes:8;Waffles:8;Muffin:8;PieSweet:8;Oatmeal:4;Salad:8	
	Base.Peas	150	Vegetables	Горох	-20	-5	119	7,95	0,85	20,45			Pie:10;Omelette:5;Soup:10;Stew:10;Stir fry Griddle Pan:10;Stir fry:10;Roasted Vegetables:10;RicePot:10;RicePan:10;Salad:5	
	Base.Pepper		NoExplicit	Перец	-10	20							Pizza:1;Soup:1;Stew:1;Pie:1;Stir fry Griddle Pan:1;Stir fry:1;Burger:1;Salad:1;Roasted Vegetables:1;RicePot:1;RicePan:1;PastaPot:1;PastaPan:1;Sandwich:1;Sandwich Baguette:1;Taco:1;Burrito:1;Beverage:1;Beverage2:1;Beer:1;Beer2:1	
	Base.PepperHabanero	-1	HotPepper	Хабанеро	-2		15	0	0,21	0			Pizza:2;Omelette:1;Burger:1;Soup:2;Stew:2;Stir fry Griddle Pan:2;Stir fry:2;Sandwich:1;Sandwich Baguette:1;Salad:1;Roasted Vegetables:2;PastaPot:2;PastaPan:2;RicePot:2;RicePan:2;Taco:1;Burrito:1;Beverage:1;Beverage2:1;Beer:1;Beer2:1	
	Base.PepperJalapeno	-1	HotPepper	Халапеньо	-2		15	0	0,21	0			Pizza:2;Omelette:1;Burger:1;Soup:2;Stew:2;Stir fry Griddle Pan:2;Stir fry:2;Sandwich:1;Sandwich Baguette:1;Salad:1;Roasted Vegetables:2;PastaPot:2;PastaPan:2;RicePot:2;RicePan:2;Taco:1;Burrito:1;Beverage:1;Beverage2:1;Beer:1;Beer2:1	
	Base.Peppermint			Мятная конфета	-10		16,6	0	0	4,33				
	Base.Pepperoni	180	Sausage	Пепперони	-20		180	15,62	4,35	0			Pizza:20;Stew:20;Stir fry Griddle Pan:20;Stir fry:20;Sandwich:5;Sandwich Baguette:5;Roasted Vegetables:20;PastaPot:20;PastaPan:20;RicePot:20;RicePan:20	
	Base.Perch			Окунь	-15		165	35	1	1				
	Base.Perogies			Вареники	-7		160	5	2	31				
	Base.Pickles	30	NoExplicit	Соленья	-5		5	0	0	1			Sandwich:5;Sandwich Baguette:5;Burger:5;Salad:5;RicePot:5;RicePan:5;PastaPot:5;PastaPan:5;ConeIcecream:5	
	Base.Pie			Кусочек пирога	-30		404	54,53	20,61	20,45				
	Base.PieApple			Яблочный пирог	-30		404	54,53	20,61	20,45				
	Base.PieBlueberry			Черничный пирог	-30		404	54,53	20,61	20,45				
	Base.PieKeyLime			Лаймовый пирог	-30		404	54,53	20,61	20,45				
	Base.PieLemonMeringue			Лимонный пирог с безе	-30		404	54,53	20,61	20,45				
1	Base.PiePrep			Заготовка для пирога	-15		189	9,6	11,5	11,2				Авокадо; Ананас; Апельсин; Баклажан; Банан; Баранья отбивная; Бекон; Брокколи; Васаби; Виноградная листва; Вишня; Вяленое мясо; Горох; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Груша; Дайкон; Жареные устрицы; Кальмар; Картофель; Клубника; Кольца кальмара; Котлета; Красивоплодник; Креветка; Курица; Кусочки бекона; Лайм; Лимон; Лобстер; Ломтики бекона; Лосось; Лук-порей; Луковые кольца; Мёд; Манго; Маршмеллоу; Морковь; Мясо кролика; Мясо маленького животного; Мясо птицы; Открыт. консерв. ананасы; Открыт. консерв. картофель; Открыт. консерв. морковь; Открыт. консерв. персики; Открыт. консерв. томат; Открыт. консерв. фруктовый коктейль; Открыт. сгущёнка; Падуб; Падуб мутовчатый; Перец; Персик; Плоды шиповника; Подливка; Речной рак; Рыба жареная; Сахарная глазурь; Свиная отбивная; Сладкий перец; Соль; Томат; Томатная паста; Тыква; Устрицы; Фарш; Филе рыбы; Цукини; Черемша; Шоколад; Шоколадная крошка; Яблоко; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды
	Base.PiePumpkin			Кусок тыквенного пирога	-30		404	54,53	20,61	20,45				
2	Base.PieWholeRaw			Пирог	-15		189	9,6	11,5	11,2				
2	Base.PieWholeRawSweet			Пирог	-15		189	9,6	11,5	11,2				
	Base.Pike			Щука	-15		159	35	1	1				
	Base.Pillbug			Мокрица	-1		1,5	0,25	0,05	0				
	Base.Pineapple	50	Fruits	Ананас	-24	-13	452	4,89	1,09	118,7			Pizza:12;Cake:12;FruitSalad:8;Pancakes:8;Waffles:8;Muffin:8;ConeIcecream:4;PieSweet:12;Oatmeal:4	
	Base.Pizza			Пицца	-25		990	42	39	120				
3	Base.PizzaRecipe			Пицца	-80		1529	41,8	34	231				Ананас; Базилик; Баклажан; Бекон; Брокколи; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Жареные устрицы; Зелёный лук; Кальмар; Кинза; Кольца кальмара; Креветка; Курица; Кусочек ветчины; Кусочки бекона; Лобстер; Ломтик болонской колбасы; Ломтик салями; Ломтики бекона; Лосось; Луковые кольца; Одуванчики; Оливковое масло; Орегано; Острый соус; Открыт. консерв. ананасы; Открыт. консерв. говядина; Открыт. консерв. сардины; Открыт. консерв. томат; Пепперони; Перец; Петрушка; Речной рак; Сладкий перец; Соль; Сосиска; Соус маринара; Стейк; Сыр; Томат; Томатная паста; Тофу; Устрицы; Фарш; Филе рыбы; Хабанеро; Халапеньо; Цукини; Черемша
	Base.PizzaWhole			Пицца	-150		5940	252	234	720				
	Base.Plonkies			Бисквитное пирожное	-10		200	1,8	8	30				
	Base.Pop	40	SoftDrink	Газировка	-8	-60	140	0	0	39			Beverage:4;Beverage2:4	
	Base.Pop2	40	SoftDrink	Газировка	-8	-60	140	0	0	39			Beverage:4;Beverage2:4	
	Base.Pop3	40	SoftDrink	Газировка	-8	-60	140	0	0	39			Beverage:4;Beverage2:4	
	Base.PopBottle	40	SoftDrink	Бутылка газировки	-12	-85	400	0	0	104			Beverage:4;Beverage2:4	
	Base.Popcorn			Попкорн	-10	10	120	3,57	2,69	20,41				
	Base.PorkChop	280	Meat	Свиная отбивная	-30		150	25	6	0			Soup:15;Stew:15;Pie:15;Stir fry Griddle Pan:15;Stir fry:15;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Burger:10|Cooked;Salad:10|Cooked;Roasted Vegetables:15;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15	
	Base.PotOfSoup			Кастрюля супа	-30	-30	202	14	4,5	25				
2	Base.PotOfSoupRecipe			Кастрюля супа	-40	-40	202	14	4,5	25				
2	Base.PotOfStew			Кастрюля рагу	-40	-40	310	3,8	14,5	26,3				
	Base.PotatoPancakes			Драники	-15		268	6	15	35				
	Base.Pretzel			Крендельки	-5		80	1	2	11				
	Base.Processedcheese	120	Cheese	Плавленый сыр	-5		70	4	6	0			Sandwich:5;Sandwich Baguette:5;Burger:5;RicePot:5;RicePan:5;PastaPot:5;PastaPan:5;Bread:5;Toast:5	
	Base.Pumpkin	60	NoExplicit	Тыква	-40		404	34,53	20,61	20,45			PieSweet:20	
	Base.QuaggaCakes			Полосатое пирожное	-10		200	1,8	8	30				
	Base.Rabbitmeat	120	Game	Мясо кролика	-30		969	185	20	20			Soup:15;Stew:15;Pie:15;Stir fry Griddle Pan:15;Stir fry:15;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Burger:10|Cooked;Salad:10|Cooked;Roasted Vegetables:15;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15	
	Base.Ramen	180	Pasta	Сухая лапша	-10	40	52	10	14	0			Soup:10;Stir fry Griddle Pan:10;Stir fry:10	
	Base.RamenBowl			Миска лапши	-10		52	10	14	0				
	Base.RefriedBeans	120	Bean	Пережаренная фасоль	-10		70	10	1,5	25			Burrito:10;Taco:5;Omelette:5;Burger:5;Sandwich:5;Sandwich Baguette:5	
	Base.Rice			Рис	-60	60	2880	72	0	648				
	Base.RiceBowl			Миска риса	-12		160	3	0	36				
2	Base.RicePan	80		Рис			720	78	48	0				
	Base.RicePaper			Рисовая бумага	-4		10	0	0	0				
2	Base.RicePot	80		Рис			720	78	48	0				
	Base.RiceVinegar		NoExplicit	Рисовый уксус	-20		20	0	0	0			Sandwich:2;Sandwich Baguette:2;Burger:2;RicePot:2;RicePan:2;PastaPot:2;PastaPan:2;Stir fry Griddle Pan:2;Stir fry:2;Salad:2;Roasted Vegetables:2;Taco:2;Burrito:2	
	Base.RockCandy	20	Candy	Сахар-кандис на палочке	-5		40	0	0	60			Cake:5;ConeIcecream:5	
	Base.Rosehips	20	Berry	Плоды шиповника	-6		81	2	0	19			HotDrink:2;HotDrinkRed:2;HotDrinkWhite:2;HotDrinkSpiffo:2;HotDrinkTea:2;Salad:3;FruitSalad:3;Soup:6;PieSweet:6;Bread:6	
	Base.Rosemary	-1	Herb	Розмарин	-1		0,1	0	0	0			Omelette:1;Roasted Vegetables:1;Soup:1;Stew:1;Bread:1;Toast:1;Burger:1;Sandwich:1;Sandwich Baguette:1;PastaPan:1;PastaPot:1	
	Base.SackProduce_Apple			Мешок яблок							TRUE			
	Base.SackProduce_BellPepper			Мешок болгарского перца							TRUE			
	Base.SackProduce_Broccoli			Мешок брокколи							TRUE			
	Base.SackProduce_Cabbage			Мешок капусты							TRUE			
	Base.SackProduce_Carrot			Мешок моркови							TRUE			
	Base.SackProduce_Cherry			Мешок вишни							TRUE			
	Base.SackProduce_Corn			Мешок кукурузы							TRUE			
	Base.SackProduce_Eggplant			Мешок баклажанов							TRUE			
	Base.SackProduce_Grapes			Мешок винограда							TRUE			
	Base.SackProduce_Leek			Мешок лука-порея							TRUE			
	Base.SackProduce_Lettuce			Мешок салата-латука							TRUE			
	Base.SackProduce_Onion			Мешок лука							TRUE			
	Base.SackProduce_Peach			Мешок персиков							TRUE			
	Base.SackProduce_Pear			Мешок груш							TRUE			
	Base.SackProduce_Potato			Мешок картошки							TRUE			
	Base.SackProduce_RedRadish			Мешок редиса							TRUE			
	Base.SackProduce_Strawberry			Мешок клубники							TRUE			
	Base.SackProduce_Tomato			Мешок томатов							TRUE			
	Base.Sage	-1	Herb	Шалфей	-1		0,1	0	0	0			Omelette:1;Roasted Vegetables:1;Soup:1;Stew:1;Bread:1;Toast:1;Burger:1;Sandwich:1;Sandwich Baguette:1;PastaPan:1;PastaPot:1	
	Base.Salami	180	Sausage	Салями	-20		330	22	26	2				
	Base.SalamiSlice	180	Sausage	Ломтик салями	-4		66	4,4	5,2	0,4			Pizza:4;Stew:4;Stir fry Griddle Pan:4;Stir fry:4;Sandwich:4;Sandwich Baguette:4;Roasted Vegetables:4;PastaPot:4;PastaPan:4;RicePot:4;RicePan:4	
	Base.Salmon	50	Fish	Лосось	-30		270	34,28	10,55	0			Pizza:15;Soup:15;Stew:15;Pie:15;Stir fry Griddle Pan:15;Stir fry:15;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Salad:10|Cooked;Roasted Vegetables:15;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15;Taco:8|Cooked;Burrito:16|Cooked	
	Base.Salt		NoExplicit	Соль	-10	20							Pizza:1;Soup:1;Stew:1;Pie:1;Stir fry Griddle Pan:1;Stir fry:1;Burger:1;Salad:1;Roasted Vegetables:1;RicePot:1;RicePan:1;PastaPot:1;PastaPan:1;Sandwich:1;Sandwich Baguette:1;Taco:1;Burrito:1;Beverage:1;Beverage2:1;Beer:1;Beer2:1	
2	Base.Sandwich			Сэндвич	-10		360	5,8	8,5	42				
	Base.Sausage	180	Sausage	Сосиска	-20		180	15,62	4,35	0			Pizza:20;Stew:20;Stir fry Griddle Pan:20;Stir fry:20;Burger:20|Cooked;Roasted Vegetables:20;PastaPot:20;PastaPan:20;RicePot:20;RicePan:20;Taco:5|Cooked;Burrito:10|Cooked	
	Base.SawflyLarva			Гусеница	-5		27	27,55	20,24	3				
	Base.Seaweed		NoExplicit	Морские водоросли	-3		3	0	0	0			Soup:3	
	Base.Shrimp	30	Seafood	Креветка	-10		80	10	7	0			Pizza:10;Soup:10;Stew:10;Pie:10;Stir fry Griddle Pan:10;Stir fry:10;Sandwich:10|Cooked;Sandwich Baguette:10|Cooked;Burger:10|Cooked;Salad:10|Cooked;Roasted Vegetables:10;RicePot:10;RicePan:10;PastaPot:10;PastaPan:10;Burrito:10|Cooked;Taco:5|Cooked	
	Base.ShrimpDumpling	30	Seafood	Дамплинг с креветкой	-15		120	15	7	5			Soup:15;Stew:15	
	Base.ShrimpFried	30	Seafood	Жареная креветка	-15		160	16	14	17			Sandwich:15;Sandwich Baguette:15;Salad:15;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15;PastaPot:15;PastaPan:15;Stir fry Griddle Pan:15;Stir fry:15;Burrito:15;Taco:5	
	Base.ShrimpFriedCraft	30	Seafood	Жареная креветка	-15		160	16	14	17			Sandwich:15|Cooked;Sandwich Baguette:15|Cooked;Salad:15|Cooked;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15;Stir fry Griddle Pan:15;Stir fry:15;Burrito:15|Cooked;Taco:5|Cooked	
	Base.SilkMothCaterpillar			Гусеница	-5		27	27,55	20,24	3				
	Base.Slug			Слизняк	-5		90	17,41	1,9	2,11				
	Base.Slug2			Слизняк	-5		90	17,41	1,9	2,11				
	Base.Smallanimalmeat	120	Game	Мясо маленького животного	-15		201	45	7,25	5			Soup:15;Stew:15;Pie:15;Stir fry Griddle Pan:15;Stir fry:15;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Burger:10|Cooked;Salad:10|Cooked;Roasted Vegetables:15;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15	
	Base.Smallbirdmeat	120	Game	Мясо птицы	-15		261	90	8,25	5			Soup:15;Stew:15;Pie:15;Stir fry Griddle Pan:15;Stir fry:15;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Burger:10|Cooked;Salad:10|Cooked;Roasted Vegetables:15;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15	
	Base.Smore			Смор	-10		200	3	10	33				
	Base.Snail			Улитка	-5		90	17,41	1,9	2,11				
	Base.SnoGlobes			Розовое пирожное	-10		200	1,8	8	30				
	Base.SoupBowl			Миска супа	-15	-15	124	6,3	4,7	15				
	Base.Soysauce		NoExplicit	Соевый соус	-10	40	20	0	0	0			Sandwich:2;Sandwich Baguette:2;Burger:2;RicePot:2;RicePan:2;PastaPot:2;PastaPan:2;Stir fry Griddle Pan:2;Stir fry:2;Salad:2;Roasted Vegetables:2	
	Base.Springroll			Спринг-ролл	-20		180	9	17	22				
	Base.Squid	30	Seafood	Кальмар	-30		205	32,52	13	1			Pizza:15;Soup:15;Stew:15;Pie:15;Stir fry Griddle Pan:15;Stir fry:15;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Burger:10|Cooked;Salad:10|Cooked;Roasted Vegetables:15;RicePot:15;RicePan:15;PastaPot:15;PastaPan:15;Taco:5|Cooked;Burrito:10|Cooked	
	Base.SquidCalamari	30	Seafood	Кольца кальмара	-10		105	18	0	3			Pizza:19;Soup:10;Stew:10;Pie:10;Stir fry Griddle Pan:10;Stir fry:10;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Burger:10|Cooked;Salad:10|Cooked;Roasted Vegetables:10;RicePot:10;RicePan:10;PastaPot:10;PastaPan:10;Taco:5|Cooked;Burrito:10|Cooked	
	Base.Steak	240	Beef	Стейк	-40		220	31,62	9,35	0			Pizza:20;Stew:20;Stir fry Griddle Pan:20;Stir fry:20;Sandwich:5|Cooked;Sandwich Baguette:5|Cooked;Salad:10|Cooked;Roasted Vegetables:20;PastaPot:20;PastaPan:20;RicePot:20;RicePan:20;Taco:20|Cooked;Burrito:20|Cooked	
	Base.StewBowl			Миска рагу	-15		250	23	3	34				
	Base.Sugar	0	Sugar	Сахар	-30		387	0	0	100			HotDrink:1;HotDrinkRed:1;HotDrinkWhite:1;HotDrinkSpiffo:1;HotDrinkTea:1;Toast:1;Oatmeal:1;Beverage:1;Beverage2:1	
	Base.SugarBrown	0	Sugar	Коричневый сахар	-30		337	0	0	90			HotDrink:1;HotDrinkRed:1;HotDrinkWhite:1;HotDrinkSpiffo:1;HotDrinkTea:1;Toast:1;Oatmeal:1;Beverage:1;Beverage2:1	
	Base.SugarPacket	0	Sugar	Пакетик сахара	-1		11	0	0	3			HotDrink:1;HotDrinkRed:1;HotDrinkWhite:1;HotDrinkSpiffo:1;HotDrinkTea:1;Toast:1;Oatmeal:1;Beverage:1;Beverage2:1	
	Base.SunflowerSeeds	120	Seed	Семечки подсолнуха	-5		155	4,34	5,48	14,12			Salad:1;Bread:5;Muffin:5	
	Base.SushiEgg			Суши с яйцом	-12		19	12	3	7				
	Base.SushiFish			Суши	-12		19	10	0	5				
	Base.SwallowtailCaterpillar			Гусеница	-5		27	27,55	20,24	3				
	Base.TVDinner			Полуфабрикат	-23		670	30	25	81				
	Base.Taco			Тако	-25		400	32	28	80				
2	Base.TacoRecipe			Тако	-5		55	0,8	3	8,4				
1	Base.TacoShell			Лепёшка для тако	-5		55	0,8	3	8,4				Авокадо; Бекон; Бутылка майонеза; Гуакамоле; Жареная креветка; Жареная креветка; Жареная курица; Жареный тофу; Кальмар; Капуста; Кетчуп; Кинза; Кольца кальмара; Котлета; Креветка; Кукуруза; Куриные наггетсы; Курица; Кусочки бекона; Лайм; Лимон; Лобстер; Ломтики бекона; Лосось; Луковые кольца; Маргарин; Масло; Оливковое масло; Омлет; Омлет; Острый соус; Открыт. консерв. кукуруза; Открыт. консерв. мясо с чили; Открыт. консерв. тунец; Пережаренная фасоль; Перец; Растительное масло; Речной рак; Рисовый уксус; Рыба жареная; Сало; Сладкий перец; Соль; Сосиска; Стейк; Сыр; Томат; Тофу; Фарш; Филе рыбы; Хабанеро; Халапеньо; Хот-дог; Чёрная фасоль; Черемша; Яичница-болтунья; Яйцо варёное; Яйцо-пашот
	Base.Teabag2	90	Tea	Чайный пакетик	-5	10							HotDrink:5;HotDrinkRed:5;HotDrinkWhite:5;HotDrinkSpiffo:5;HotDrinkTea:5	
	Base.Termites			Термит	-1		2,5	0,5	0,5	0				
	Base.Thistle	-1	Herb	Чертополох	-4		45	3	0	18			Salad:2;HotDrink:2;HotDrinkRed:2;HotDrinkWhite:2;HotDrinkSpiffo:2;HotDrinkTea:2;Soup:2	
	Base.Thyme	-1	Herb	Чабрец	-1		0,1	0	0	0			Omelette:1;Roasted Vegetables:1;Soup:1;Stew:1;Bread:1;Toast:1;Burger:1;Sandwich:1;Sandwich Baguette:1;PastaPan:1;PastaPot:1	
	Base.TinnedBeans			Консерв. бобы			170	7	1	33	TRUE	TRUE		
	Base.TinnedSoup			Консерв. суп			125	7,5	2,5	20	TRUE	TRUE		
	Base.TinnedSoupOpen			Открыт. консерв. суп	-25		125	7,5	2,5	20		TRUE		
3	Base.Toast			Тост	-8		177	5,9	2,22	33				Авокадо; Арахисовое масло; Зелёный лук; Коричневый сахар; Кусочки бекона; Ломтики бекона; Мёд; Маргарин; Мармелад; Масло; Миска бобов; Орегано; Открыт. консерв. бобы; Открыт. консерв. сардины; Пакетик сахара; Петрушка; Плавленый сыр; Розмарин; Сало; Сахар; Сахарная глазурь; Сыр; Фруктовый джем; Чабрец; Черемша; Шалфей
	Base.Tofu	50	Vegetables	Тофу	-10		30	5	1	1			Pizza:10;Soup:10;Stew:10;Stir fry Griddle Pan:10;Stir fry:10;Burger:10;Salad:10;RicePot:10;RicePan:10;Roasted Vegetables:10;PastaPot:10;PastaPan:10;Taco:5;Burrito:10;Burger:10	
	Base.TofuFried	50	Vegetables	Жареный тофу	-15		35	5	1	3			Soup:15;Stew:15;Stir fry Griddle Pan:15;Stir fry:15;Burger:15;Salad:15;RicePot:15;RicePan:15;Roasted Vegetables:15;PastaPot:15;PastaPan:15;Taco:5;Burrito:15;Burger:15	
	Base.TomatoPaste		NoExplicit	Томатная паста	-15		120	0	8	32			Pizza:3;Soup:3;Stew:3;Omelette:3;RicePot:3;RicePan:3;PastaPot:3;PastaPan:3;Stir fry:3;Stir fry Griddle Pan:3;Pie:3;Salad:3;Roasted Vegetables:3;Sandwich:3;Sandwich Baguette:3	
1	Base.Tortilla			Тортилья	-5		40	2	2	0				Авокадо; Бекон; Бутылка майонеза; Гуакамоле; Жареная креветка; Жареная креветка; Жареная курица; Жареный тофу; Кальмар; Капуста; Кастрюлька с рисом; Кастрюля с рисом; Кетчуп; Кинза; Кольца кальмара; Котлета; Креветка; Кукуруза; Куриные наггетсы; Курица; Кусочки бекона; Лайм; Лимон; Лобстер; Ломтики бекона; Лосось; Луковые кольца; Маргарин; Масло; Оливковое масло; Омлет; Омлет; Острый соус; Открыт. консерв. кукуруза; Открыт. консерв. мясо с чили; Открыт. консерв. тунец; Пережаренная фасоль; Перец; Растительное масло; Речной рак; Рисовый уксус; Рыба жареная; Сало; Сладкий перец; Соль; Сосиска; Стейк; Сыр; Томат; Тофу; Фарш; Филе рыбы; Хабанеро; Халапеньо; Хот-дог; Чёрная фасоль; Черемша; Яичница-болтунья; Яйцо варёное; Яйцо-пашот
	Base.TortillaChips			Начос	-15		420	2,5	40	42				
	Base.Trout	50		Форель	-15		230	36	10	1				
	Base.TunaTin			Консерв. тунец			370	15	34	0	TRUE	TRUE		
	Base.TunaTinOpen	50	Fish	Открыт. консерв. тунец	-18		370	15	34	0		TRUE	Omelette:9;Stew:18;Stir fry Griddle Pan:18;Stir fry:18;RicePot:18;RicePan:18;Sandwich:9;Sandwich Baguette:9;Taco:9;Burrito:18	
	Base.Violets	-1	Flower	Фиалки	-2		27	1	0	7			Salad:2;HotDrink:2;HotDrinkRed:2;HotDrinkWhite:2;HotDrinkSpiffo:2;HotDrinkTea:2	
1	Base.Waffles			Вафли	-15		80	3	4	13				Ананас; Апельсин; Банан; Виноград; Вишня; Грейпфрут; Груша; Какао-порошок; Кленовый сироп; Клубника; Красивоплодник; Куски арбуза; Лайм; Лимон; Ломтик арбуза; Мёд; Манго; Маргарин; Мармелад; Маршмеллоу; Масло; Открыт. консерв. ананасы; Открыт. консерв. персики; Открыт. консерв. фруктовый коктейль; Открыт. консерв. фруктовый напиток; Открыт. сгущёнка; Падуб; Падуб мутовчатый; Персик; Сахарная глазурь; Фруктовый джем; Шоколадная крошка; Яблоко; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды; Ягоды
2	Base.WafflesRecipe			Вафли	-15		80	3	4	13				
	Base.Wasabi		NoExplicit	Васаби	-10	20							Soup:1;Stew:1;Pie:1;Stir fry Griddle Pan:1;Stir fry:1;Burger:1;Salad:1;Roasted Vegetables:1;RicePot:1;RicePan:1;PastaPot:1;PastaPan:1;Sandwich:1;Sandwich Baguette:1	
1	Base.WaterPotPasta			Кастрюля со спагетти	-10		560	18,66	2,66	109,3				Авокадо; Базилик; Баклажан; Баранья отбивная; Бекон; Брокколи; Бутылка белого вина; Бутылка красного вина; Бутылка майонеза; Васаби; Вяленое мясо; Горчица; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Дайкон; Жареная креветка; Жареная креветка; Жареная креветка; Жареные устрицы; Жареный тофу; Зелёный лук; Кальмар; Кетчуп; Кольца кальмара; Креветка; Кукуруза; Курица; Кусочек ветчины; Кусочки бекона; Лобстер; Ломтик болонской колбасы; Ломтик салями; Ломтики бекона; Лосось; Лук-порей; Луковые кольца; Маргарин; Масло; Морковь; Мясо кролика; Мясо маленького животного; Мясо птицы; Оливковое масло; Орегано; Острый соус; Открыт. консерв. болоньезе; Открыт. консерв. говядина; Открыт. консерв. грибной суп; Открыт. консерв. кукуруза; Открыт. консерв. морковь; Открыт. консерв. томат; Пепперони; Перец; Петрушка; Плавленый сыр; Растительное масло; Речной рак; Рисовый уксус; Розмарин; Рыба жареная; Сало; Свиная отбивная; Сладкий перец; Соевый соус; Соленья; Соль; Сосиска; Соус маринара; Стейк; Сушёная белая фасоль; Сушёная красная фасоль; Сушёная чёрная фасоль; Сушёная чечевица; Сушёный колотый горох; Сушёный нут; Сыр; Томат; Томатная паста; Тофу; Устрицы; Филе рыбы; Хабанеро; Халапеньо; Цукини; Чабрец; Черемша; Шалфей; Яйца птиц; Яйцо
1	Base.WaterPotRice	80	Rice	Кастрюля с рисом	-10		480	12	0	108			Soup:10;Stew:10;Burrito:10|Cooked	Авокадо; Арахис; Базилик; Баклажан; Баранья отбивная; Бекон; Брокколи; Бутылка майонеза; Васаби; Виноградная листва; Вяленое мясо; Горох; Горчица; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Дайкон; Жареная креветка; Жареная креветка; Жареные устрицы; Жареный тофу; Кальмар; Кетчуп; Кольца кальмара; Креветка; Кукуруза; Кукуруза; Курица; Кусочек ветчины; Кусочки бекона; Лимонная трава; Лобстер; Ломтик болонской колбасы; Ломтик салями; Ломтики бекона; Лосось; Лук-порей; Луковые кольца; Миска бобов; Морковь; Мясо кролика; Мясо маленького животного; Мясо птицы; Овощная смесь; Оливковое масло; Острый соус; Открыт. консерв. бобы; Открыт. консерв. болоньезе; Открыт. консерв. говядина; Открыт. консерв. горох; Открыт. консерв. грибной суп; Открыт. консерв. кукуруза; Открыт. консерв. морковь; Открыт. консерв. мясо с чили; Открыт. консерв. сардины; Открыт. консерв. томат; Открыт. консерв. тунец; Пепперони; Перец; Петрушка; Плавленый сыр; Подливка; Растительное масло; Речной рак; Рисовый уксус; Рыба жареная; Свиная отбивная; Сладкий перец; Соевый соус; Соленья; Соль; Сосиска; Соус маринара; Стейк; Сушёная белая фасоль; Сушёная красная фасоль; Сушёная чёрная фасоль; Сушёная чечевица; Сушёный колотый горох; Сушёный нут; Томат; Томатная паста; Тофу; Устрицы; Филе рыбы; Хабанеро; Халапеньо; Хот-дог; Цукини; Чёрная фасоль; Черемша; Эдамаме; Яйца птиц; Яйцо
1	Base.WaterSaucepanPasta			Кастрюлька со спагетти	-10		560	18,66	2,66	109,3				Авокадо; Базилик; Баклажан; Баранья отбивная; Бекон; Брокколи; Бутылка белого вина; Бутылка красного вина; Бутылка майонеза; Васаби; Вяленое мясо; Горчица; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Грибы; Дайкон; Жареная креветка; Жареная креветка; Жареная креветка; Жареные устрицы; Жареный тофу; Зелёный лук; Кальмар; Кетчуп; Кольца кальмара; Креветка; Кукуруза; Курица; Кусочек ветчины; Кусочки бекона; Лобстер; Ломтик болонской колбасы; Ломтик салями; Ломтики бекона; Лосось; Лук-порей; Луковые кольца; Маргарин; Масло; Морковь; Мясо кролика; Мясо маленького животного; Мясо птицы; Оливковое масло; Орегано; Острый соус; Открыт. консерв. болоньезе; Открыт. консерв. говядина; Открыт. консерв. грибной суп; Открыт. консерв. кукуруза; Открыт. консерв. морковь; Открыт. консерв. томат; Пепперони; Перец; Петрушка; Плавленый сыр; Растительное масло; Речной рак; Рисовый уксус; Розмарин; Рыба жареная; Сало; Свиная отбивная; Сладкий перец; Соевый соус; Соленья; Соль; Сосиска; Соус маринара; Стейк; Сыр; Томат; Томатная паста; Тофу; Устрицы; Филе рыбы; Хабанеро; Халапеньо; Цукини; Чабрец; Черемша; Шалфей; Яйца птиц; Яйцо
